Date,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
11/2/21,22152,52876,33199,59925,31626,67433,118378,41005,16896,42002,20073,120167,63423,52090,12850,157004,36809,26650,51600,21004,64175,82586,21615,95800,132000,83305,25035,30850
11/3/21,22620,52187,34070,58723,32211,67433,116820,38278,17952,42078,20604,120167,63374,50843,12600,164037,36244,27900,53700,21196,64699,80546,22336,95300,129800,82372,25601,31700
11/4/21,22386,52088,34822,58723,31821,67363,113997,38911,17853,42608,20427,122150,63915,50555,12650,163277,37374,27450,53300,20980,64503,80351,22105,95000,129600,82558,25335,31550
11/5/21,22386,53172,34505,59185,31918,68485,119156,39057,17622,42835,20250,122067,64948,51706,13000,163467,37287,27650,53000,20860,63913,79671,21932,95000,130000,83305,25301,31200
11/8/21,22319,55141,34742,59557,32016,68345,119741,39642,17820,42986,20144,125536,64751,52474,13100,165083,38678,27850,52600,21004,64372,80060,21730,94900,131800,84800,25035,30850
11/9/21,22353,55141,34030,60776,32162,67643,116041,39544,18282,42759,20215,122067,63964,52282,12850,165368,38504,28100,52300,20812,63651,80643,21932,94900,131000,83866,24701,30400
11/10/21,22319,53369,34030,60495,31723,68064,117209,40031,18480,41851,20215,121984,64702,55927,13100,165368,38852,28450,51700,21100,63978,80254,21874,94900,129700,83772,24468,30900
11/11/21,22052,53270,33872,59275,31186,67363,115847,40811,18282,40867,19861,121324,66424,57366,12900,163467,38373,27700,51500,20620,64437,79185,21817,94800,128600,83679,24335,30300
11/12/21,22286,53861,34188,58900,31918,68766,114970,40324,18480,41321,20179,123554,66916,57558,12950,163467,38765,28100,52500,20860,64372,79671,22105,94500,128600,83399,24501,30100
11/15/21,22319,54353,33872,58806,31723,68275,115749,39447,19041,40564,20215,127188,68589,57654,13850,161566,39808,27950,52000,21076,64044,81614,22134,95000,127000,83119,24101,30200
11/16/21,22152,55535,33872,60588,31626,68977,113607,38327,18414,39354,20250,125536,67851,56407,14050,162136,38895,28050,52000,20956,63716,80643,21961,94800,127900,82745,24101,30050
11/17/21,22252,58095,34505,60213,31479,68977,114289,38960,18348,38900,20285,124297,67851,59573,14150,162041,39851,28000,52200,20740,64240,81129,22134,96300,127900,82932,24101,30450
11/18/21,21718,58292,35217,60213,31382,67714,110784,38814,18645,37802,20003,122232,68392,58517,14650,159855,42632,27650,51500,20596,63585,80448,21817,94500,126500,82185,23601,31100
11/19/21,22353,56126,35138,57306,32016,66871,103191,36720,19932,36326,20003,121737,68392,56982,13950,158810,42154,27900,52300,20860,63651,78214,22509,94800,127800,80410,24135,30500
11/22/21,22820,53073,36048,56462,33675,66661,99394,34674,21318,36818,20639,123801,68195,53625,13050,159665,42241,28800,53100,22299,64765,78700,24067,94800,128000,80504,24468,29900
11/23/21,22687,54156,35376,58525,33285,67784,101828,36525,20988,37499,20427,129252,70360,54680,13800,159665,45196,28500,52600,23354,64962,80157,24183,94800,132000,80597,24168,30150
11/24/21,23622,53270,36444,58900,34554,68696,100271,36233,22110,36818,21840,129665,70852,54680,13600,159665,46239,30450,55500,23546,68698,81323,25857,94100,132200,81718,24868,31100
11/25/21,23489,53861,35890,59181,34310,70169,101147,36817,21450,37272,21840,130078,71344,55639,13850,156814,47804,30650,54900,23594,70206,81517,25770,94000,132000,81718,25335,30850
11/26/21,23121,53172,35969,58337,33480,69398,99297,35989,20691,37121,21416,130078,69622,54488,13550,152252,46500,30850,54000,22778,68829,80934,25972,98500,129500,82465,26135,30400
11/29/21,22820,52285,35217,58150,33431,68836,96766,35843,20790,36629,21063,125949,67654,52666,13450,148356,48065,29900,52300,22635,66273,82392,25193,105300,125000,81718,25601,30150
11/30/21,22252,52876,35138,57212,32748,68135,95695,37791,20130,37045,20498,123223,68343,51898,13500,146360,48586,28900,51800,21628,64830,82197,24356,105000,122500,81811,25135,29800
12/1/21,22386,53762,35059,57306,33187,68906,95890,37499,21120,37083,20851,123801,68343,52090,14000,148736,47978,29900,52400,23138,64896,80546,24818,106000,120000,81718,25268,29700
12/2/21,22186,52187,34980,56837,32992,68205,95792,37645,20790,36780,20568,125536,67408,53241,14150,151112,46935,29300,51700,23210,64962,79963,24760,107200,120400,81624,24668,29650
12/3/21,21751,48544,33239,54211,32211,67012,94040,35551,20460,36099,20003,124710,65686,51131,13550,149211,43893,28000,50200,22539,64240,77922,24471,105500,120400,80130,23801,28100
12/6/21,21584,48248,33199,53929,31333,66310,89562,35064,19206,34624,19437,124710,64653,49596,13900,144079,44327,27000,49000,22539,62536,77437,23433,105600,120500,79663,23668,28000
12/7/21,22019,49134,34505,54773,31918,67363,93943,35648,19800,36024,19897,125453,65686,51323,14850,145410,45370,28050,50000,22922,64372,79283,23635,106700,123000,80784,23768,29950
12/8/21,22119,49331,34822,54117,32211,67082,95598,36038,19998,35721,20073,124792,65883,51610,15100,145315,45023,28600,50000,24505,64699,78700,24125,105900,121400,80317,23835,30100
12/9/21,22252,52778,34822,54211,32943,68064,96084,36379,20295,35645,20179,127188,65932,51898,15450,144934,46761,28850,50400,24553,65027,79283,24529,107000,123500,81251,23735,30450
12/10/21,22319,53375,35296,55149,32748,67222,94040,36525,20262,35191,20038,126940,65981,51131,16250,144744,46066,28600,50200,24936,65552,78602,24818,103100,124500,80597,23868,30350
12/13/21,22319,55062,36009,55524,32699,67363,95403,37499,19833,35229,20073,128839,66375,51514,16200,144744,46413,28650,50000,24217,65289,79768,24818,103200,125800,80691,23601,30450
12/14/21,22252,58435,35850,54867,32400,67152,95598,37158,19536,36099,19967,129665,66621,52282,16600,145219,45805,28100,50100,24217,65093,79768,24702,102500,124000,80597,23335,30200
12/15/21,22319,62502,35534,54586,32250,67292,95111,36769,19833,36175,20144,133182,66867,52378,16100,144934,44936,28350,50200,24936,65486,80254,25222,100000,124000,80597,23101,30400
12/16/21,22052,66768,35534,54398,32500,67012,95987,36866,19602,35948,19967,132355,65735,52666,17200,143509,44240,28600,49850,24553,64962,79963,25395,100000,122800,80877,22468,30100
12/17/21,22186,67364,35534,54023,32950,67643,96377,37256,19470,35343,19932,130287,66178,52090,17100,142558,45631,28300,49850,24601,63257,82100,25308,102000,122500,80037,22534,30800
12/20/21,22119,67463,35296,53085,32450,67222,94137,36622,19536,35494,19720,134009,65440,50843,18250,141608,46500,28650,49500,25767,65224,81129,26261,99000,122100,80037,22768,31050
12/21/21,21918,67364,34663,53460,32000,66801,91509,36720,19404,34888,19755,137814,65440,50843,18700,141513,45631,28200,49250,25120,64830,83558,25453,98100,122500,79850,22768,31400
12/22/21,21851,67760,34268,52991,31650,66661,92677,37986,18414,34132,19543,140627,66326,50651,19000,140277,44414,27650,48900,24602,65111,83266,25106,99600,122700,79757,22401,31500
12/23/21,21718,66868,34500,51491,32200,65398,92677,37986,17721,34018,19296,141454,65735,50651,18500,139612,42589,27400,47350,23760,64773,80157,24356,96000,123900,79103,21601,31000
12/24/21,22052,64983,35000,52522,32900,65819,93164,38035,18942,34851,19897,141454,66227,50843,17250,139707,42632,28200,48900,25411,66466,80546,25193,96500,124000,80317,22834,31250
12/27/21,22152,64487,35300,52616,33400,66310,93359,37596,18975,34737,19897,139800,66375,51898,18450,140563,42719,28100,48850,26382,67567,80448,24933,99000,125000,80410,22901,31300
12/28/21,22486,65379,35200,52241,33900,66310,95500,36866,20130,34661,20003,141868,66818,51610,18350,140943,42415,30050,49150,27224,67736,80448,24760,98400,125200,79850,23034,30800
12/29/21,22587,63494,35200,51772,34150,65679,94430,35941,20196,34661,20003,142281,66129,51802,18000,140943,43154,29500,49100,26771,67313,79380,25453,95500,125200,79570,23168,30550
12/30/21,22653,63494,35400,51678,33800,65679,94430,36038,20196,34586,20109,141868,66080,51802,17450,141513,45718,30500,49300,26382,66381,79283,25539,95000,126000,79663,23601,30500
12/31/21,23054,63494,37100,52522,33900,65258,93651,35989,20361,35116,20427,141454,66867,51706,17500,143509,45023,31500,50000,26577,66720,79671,27300,95100,128300,80691,23868,30100
1/4/22,22987,65280,37400,53367,34750,65608,99200,36622,20526,35380,20568,140627,67802,53625,18700,149211,46066,32100,50900,27677,66889,82683,27502,101000,126000,80971,24035,31150
1/5/22,22520,65479,37050,53085,34750,65679,102218,37402,20130,35418,20285,133182,67457,53433,19000,151397,45892,32550,50500,27192,66043,81614,27386,100000,123000,80504,23668,33300
1/6/22,22553,70042,38000,52710,34000,65608,100952,37596,20130,34888,20038,127226,67654,53241,19250,148831,45109,32700,49900,27192,66974,82877,26953,104500,123800,79757,23435,35600
1/7/22,22252,74904,39200,52147,33200,65538,104651,37499,19998,34661,20215,127391,66670,54009,20150,147487,44849,31950,49450,26544,67567,82975,26665,102200,123800,79570,23068,34750
1/10/22,22052,69745,38850,51303,33300,64556,99297,36720,19536,34548,19861,126564,65440,52762,18750,146332,43067,31600,48650,26188,67313,82975,26261,102300,123800,79472,22934,35000
1/11/22,21885,74606,39400,50459,33000,62802,100563,35843,19338,34132,19720,119864,64850,51898,18650,147199,41807,32450,48450,26026,67228,81226,25799,101000,123800,79472,22868,34200
1/12/22,22119,79269,42150,50647,34150,62872,105138,36038,20427,34964,20639,119864,66916,52570,18150,147102,43893,34700,50400,27839,67736,81226,27098,100800,123200,78903,23601,36000
1/13/22,22286,77285,44000,50647,35150,64626,102218,34577,20328,35343,20992,119781,66670,51994,16900,145369,42459,34300,50500,27289,69345,79866,26896,98800,122000,78903,23501,33800
1/14/22,22085,75400,44250,50834,35450,64065,102704,34772,20196,35002,20957,119781,65932,52762,17700,146236,42328,35000,49750,27127,70615,79866,26491,98900,122000,80422,23234,34400
1/17/22,21885,70141,43650,49427,35000,62451,101828,32386,19140,33829,20851,117465,63964,51418,16500,144407,39373,32600,48600,26026,72986,76854,25395,97000,120500,78713,22034,32000
1/18/22,21918,67463,44900,48396,34550,61819,104165,30291,19503,33299,21134,117548,64013,51802,15400,145369,36766,33900,48750,25185,74171,74813,25049,95900,124500,79187,22168,32400
1/19/22,22052,72126,43650,48677,33800,61960,104165,30973,19107,32921,20922,122014,65686,51898,16050,144407,39286,32900,48850,25444,73494,75396,25164,95800,126300,79187,22334,33250
1/20/22,22019,75201,46700,49052,35100,62310,105722,31655,19074,33299,21346,123421,65932,51898,17000,144407,39721,33800,48850,25638,73748,76368,25395,95000,123600,78808,22634,33600
1/21/22,22353,74705,47350,49240,35550,61889,104554,31558,19272,32769,22477,124910,65539,52570,16650,142481,38721,34600,49800,25897,75526,77145,26030,95500,122000,78428,22868,33100
1/24/22,22954,71431,46900,47927,35650,59855,104262,29366,19140,30802,22689,118292,63915,52090,15500,139593,36027,33300,50300,24440,78743,74036,25453,95000,120500,76909,22301,31000
1/25/22,23288,76392,49000,48396,37000,60697,106598,30438,19833,32732,23042,126564,64456,52186,16550,139593,37200,34700,51900,25735,81114,78700,26434,96000,121300,75200,23268,33150
1/26/22,23689,76590,48100,49709,37650,60346,109227,30194,20262,32883,23537,121601,64899,54680,16300,138342,36896,35550,52400,25379,80013,78894,27184,96400,121100,75674,23935,33900
1/27/22,23322,76789,47600,50459,36900,60276,108837,29902,20328,31899,23325,117465,64702,54680,16400,143252,37722,35400,51900,26026,77050,78700,27011,96500,121100,78903,23635,34200
1/28/22,23088,78574,47950,51022,36900,62802,106112,30389,20394,31937,23820,118292,65194,53817,16800,143155,39156,35550,52800,27159,75356,78019,27444,97000,121900,78903,24435,34950
2/7/22,23188,79070,47400,52053,36300,62802,111660,31363,20526,32580,23890,122345,65883,56311,17850,146428,39851,35600,52800,26998,78235,79866,27328,91200,130400,79282,24201,35500
2/8/22,23890,80360,47350,51960,36500,63574,110979,32142,20724,34472,23890,120360,67064,56407,17900,149028,39677,35850,53800,27192,77896,78894,27704,87300,131500,77858,24868,35500
2/9/22,23789,80162,48400,52429,36350,63644,107085,32239,20856,35797,23537,121270,67408,56982,17800,148065,39721,35050,53600,26868,76880,79185,27646,85700,135000,78618,24735,35900
2/10/22,23756,80162,48400,51960,36750,64556,109032,32726,20790,35570,23855,123752,67064,58038,18550,151146,39199,34750,53600,26674,77304,77825,27473,84000,133000,78523,24468,36000
